网页,起始时间,终止时间
www.dell.com,2019-07-13T06:49:12.056Z,2019-07-13T06:49:43.356Z
"['355', [2019071306491205, 2019071306491291.0, 2019071306491291.0]]","['364', [2019071306491212, 2019071306491616.2, 2019071306491328.8]]","['420', [2019071306491239, 2019071306493398.8, 2019071306493259.8]]","['418', [2019071306491239, 2019071306492690.0, 2019071306493015.8]]","['419', [2019071306491239, 2019071306491642.0, 2019071306493016.2]]","['421', [2019071306491239, 2019071306493312.5, 2019071306493312.5]]","['417', [2019071306491240, 2019071306492764.2, 2019071306492328.2]]","['416', [2019071306491241, 2019071306492765.0, 2019071306492514.2]]","['509', [2019071306491398, 2019071306493403.0, 2019071306492166.5]]","['627', [2019071306491423, 2019071306493757.8, 2019071306493757.8]]","['626', [2019071306491423, 2019071306492397.5, 2019071306493792.5]]","['628', [2019071306491423, 2019071306493747.0, 2019071306493747.0]]","['434', [2019071306491425, 2019071306492326.5, 2019071306492004.8]]","['642', [2019071306491488, 2019071306492576.2, 2019071306492576.2]]","['744', [2019071306491503, 2019071306492807.2, 2019071306492807.2]]","['639', [2019071306491519, 2019071306491597.8, 2019071306491597.8]]","['671', [2019071306491535, 2019071306492402.8, 2019071306492402.8]]","['711', [2019071306491536, 2019071306493823.0, 2019071306493823.0]]","['772', [2019071306491537, 2019071306492754.5, 2019071306492754.5]]","['764', [2019071306491544, 2019071306491794.5, 2019071306492668.5]]","['413', [2019071306491591, 2019071306492018.8, 2019071306492045.0]]","['793', [2019071306491625, 2019071306491874.8, 2019071306492412.2]]","['791', [2019071306491661, 2019071306491878.2, 2019071306491790.5]]","['786', [2019071306491661, 2019071306491873.2, 2019071306492064.8]]","['802', [2019071306491673, 2019071306491858.0, 2019071306491858.0]]","['811', [2019071306491673, 2019071306491892.0, 2019071306491963.5]]","['858', [2019071306491698, 2019071306492925.0, 2019071306492925.0]]","['865', [2019071306491717, 2019071306492093.2, 2019071306492093.2]]","['985', [2019071306491728, 2019071306495295.2, 2019071306495295.2]]","['876', [2019071306491733, 2019071306491830.5, 2019071306491830.5]]","['916', [2019071306491734, 2019071306492077.8, 2019071306492924.8]]","['963', [2019071306491799, 2019071306493649.2, 2019071306493649.2]]","['984', [2019071306491853, 2019071306492832.5, 2019071306492985.0]]","['1015', [2019071306491947, 2019071306492836.0, 2019071306492836.0]]","['1029', [2019071306491953, 2019071306492692.5, 2019071306492692.5]]","['1035', [2019071306491955, 2019071306492093.2, 2019071306492093.2]]","['1041', [2019071306491956, 2019071306492073.5, 2019071306492084.5]]","['1059', [2019071306491981, 2019071306493444.0, 2019071306493444.0]]","['1093', [2019071306492056, 2019071306493203.5, 2019071306493463.8]]","['1147', [2019071306492115, 2019071306493702.0, 2019071306495047.5]]","['1160', [2019071306492224, 2019071306493570.0, 2019071306493570.0]]","['1159', [2019071306492225, 2019071306493565.8, 2019071306493565.8]]","['1194', [2019071306492455, 2019071306494698.5, 2019071306493647.5]]","['1222', [2019071306492970, 2019071306494444.0, 2019071306494444.0]]","['1248', [2019071306493110, 2019071306494275.8, 2019071306494275.8]]","['1270', [2019071306493238, 2019071306494206.8, 2019071306494405.0]]","['1197', [2019071306493245, 2019071306493541.0, 2019071306493541.0]]","['1286', [2019071306493291, 2019071306494452.8, 2019071306494504.2]]"
www.renren.com,2019-07-13T06:49:57.212Z,2019-07-13T06:50:04.305Z
"['1489', [2019071306495721, 2019071306495998.5, 2019071306496172.8]]","['1539', [2019071306495737, 2019071306495919.0, 2019071306495898.2]]","['1538', [2019071306495737, 2019071306495956.0, 2019071306495893.2]]","['1540', [2019071306495737, 2019071306495861.5, 2019071306495861.5]]","['1493', [2019071306495737, 2019071306495998.2, 2019071306496515.2]]","['1537', [2019071306495737, 2019071306495868.0, 2019071306495868.0]]","['1541', [2019071306495737, 2019071306496011.5, 2019071306495858.5]]","['1542', [2019071306495737, 2019071306496018.0, 2019071306496018.0]]","['1548', [2019071306495737, 2019071306495998.2, 2019071306496002.0]]","['1582', [2019071306495843, 2019071306495978.0, 2019071306495867.0]]","['1586', [2019071306495847, 2019071306496000.8, 2019071306495862.0]]","['1621', [2019071306495847, 2019071306495922.2, 2019071306496077.0]]","['1612', [2019071306495847, 2019071306495950.8, 2019071306495950.8]]","['1617', [2019071306495847, 2019071306495940.0, 2019071306495940.0]]","['1649', [2019071306495878, 2019071306500493.0, 2019071306496006.0]]","['1744', [2019071306495913, 2019071306495991.5, 2019071306496155.0]]","['1721', [2019071306495915, 2019071306496197.5, 2019071306496197.5]]","['1727', [2019071306495915, 2019071306496010.0, 2019071306496010.0]]","['1731', [2019071306495915, 2019071306495991.8, 2019071306495991.8]]"
www.meituan.com,2019-07-13T06:50:22.101Z,2019-07-13T06:50:24.250Z
"['1946', [2019071306502209, 2019071306502477.0, 2019071306502486.0]]","['2003', [2019071306502229, 2019071306502375.0, 2019071306502375.0]]","['2005', [2019071306502229, 2019071306502519.8, 2019071306502376.2]]","['2006', [2019071306502229, 2019071306502398.0, 2019071306502377.0]]","['2008', [2019071306502229, 2019071306502385.2, 2019071306502373.5]]","['2019', [2019071306502229, 2019071306502303.0, 2019071306502349.8]]","['2000', [2019071306502229, 2019071306502323.8, 2019071306502323.8]]","['2004', [2019071306502229, 2019071306502258.2, 2019071306502358.2]]","['2007', [2019071306502229, 2019071306502322.0, 2019071306502371.5]]","['2018', [2019071306502229, 2019071306502389.2, 2019071306502350.5]]","['2064', [2019071306502236, 2019071306502427.0, 2019071306502427.0]]","['2079', [2019071306502251, 2019071306502785.8, 2019071306502468.5]]","['2178', [2019071306502382, 2019071306502446.5, 2019071306502436.8]]","['2179', [2019071306502383, 2019071306502434.5, 2019071306502432.2]]","['2180', [2019071306502383, 2019071306502445.2, 2019071306502419.2]]","['2185', [2019071306502384, 2019071306502439.2, 2019071306502427.2]]","['2190', [2019071306502384, 2019071306502434.5, 2019071306502431.0]]","['2195', [2019071306502384, 2019071306502439.0, 2019071306502429.5]]","['2211', [2019071306502384, 2019071306502450.5, 2019071306502502.8]]","['1721', [2019071306502398, 2019071306502448.8, 2019071306502448.8]]","['2228', [2019071306502401, 2019071306502503.8, 2019071306502503.8]]","['2300', [2019071306502413, 2019071306502464.0, 2019071306502502.8]]","['2301', [2019071306502413, 2019071306502500.2, 2019071306502500.2]]","['2330', [2019071306502423, 2019071306502528.0, 2019071306502528.0]]","['1950', [2019071306502425, 2019071306503314.0, 2019071306503314.0]]"
www.hupu.com,2019-07-13T06:50:58.235Z,2019-07-13T06:51:02.832Z
"['2576', [2019071306505823, 2019071306505883.0, 2019071306505883.0]]","['2585', [2019071306505828, 2019071306510313.0, 2019071306505941.2]]","['2794', [2019071306505849, 2019071306505944.2, 2019071306506276.0]]","['2795', [2019071306505853, 2019071306506044.5, 2019071306506292.8]]","['2690', [2019071306505853, 2019071306506007.0, 2019071306506169.2]]","['2870', [2019071306505856, 2019071306505956.0, 2019071306506247.8]]","['2986', [2019071306505996, 2019071306506140.5, 2019071306506140.5]]"
www.huawei.com,2019-07-13T06:51:24.646Z,2019-07-13T06:51:39.060Z
"['3246', [2019071306512464, 2019071306512634.8, 2019071306512889.8]]","['3261', [2019071306512519, 2019071306512701.8, 2019071306512744.8]]","['3277', [2019071306512553, 2019071306512868.2, 2019071306512720.0]]","['3336', [2019071306512554, 2019071306513008.2, 2019071306513047.0]]","['3334', [2019071306512554, 2019071306513981.8, 2019071306513367.0]]","['3333', [2019071306512555, 2019071306514056.0, 2019071306513040.0]]","['3335', [2019071306512555, 2019071306512962.8, 2019071306513093.2]]","['3338', [2019071306512555, 2019071306513058.2, 2019071306513058.2]]","['3337', [2019071306512555, 2019071306513062.0, 2019071306513062.0]]","['3331', [2019071306512555, 2019071306512908.2, 2019071306512912.5]]","['3281', [2019071306512555, 2019071306512749.5, 2019071306512947.0]]","['3367', [2019071306512659, 2019071306512967.8, 2019071306513223.8]]","['3384', [2019071306512663, 2019071306513406.8, 2019071306512985.2]]","['3447', [2019071306512676, 2019071306513587.8, 2019071306513894.0]]","['3473', [2019071306512706, 2019071306513398.5, 2019071306513398.5]]","['3576', [2019071306512825, 2019071306513140.8, 2019071306513949.5]]","['3593', [2019071306512828, 2019071306514143.8, 2019071306514143.8]]","['3563', [2019071306512832, 2019071306512900.0, 2019071306513060.0]]","['3569', [2019071306512834, 2019071306513525.5, 2019071306513525.5]]","['3627', [2019071306512946, 2019071306513224.8, 2019071306513632.2]]","['3646', [2019071306513027, 2019071306513718.5, 2019071306513718.5]]"
